date,Regroupement,Croisement,Nom,cas_cum_lab_n,cas_cum_epi_n,cases,cas_cum_tot_t,cas_quo_tot_t,cas_quo_lab_n,cas_quo_epi_n,new_cases,cas_quo_tot_m,cas_quo_tot_tm,recovered,new_recovered,deaths,dec_cum_tot_t,dec_quo_tot_t,deaths_chsld,deaths_psr,deaths_home,deaths_other,new_deaths,dec_quo_chs_n,dec_quo_rpa_n,dec_quo_dom_n,dec_quo_aut_n,dec_quo_tot_m,dec_quo_tot_tm,hos_cum_reg_n,hos_cum_si_n,hos_cum_tot_n,hos_cum_tot_t,hos_quo_tot_avec_t,hos_quo_tot_pour_t,hos_quo_tot_inc_t,hos_quo_tot_t,hos_quo_reg_avec_t,hos_quo_reg_pour_t,hos_quo_reg_inc_t,hos_quo_reg_t,hos_quo_si_avec_t,hos_quo_si_pour_t,hos_quo_si_inc_t,hos_quo_si_t,hos_quo_reg_avec_n,hos_quo_reg_pour_n,hos_quo_reg_inc_n,hos_quo_reg_n,hos_quo_si_avec_n,hos_quo_si_pour_n,hos_quo_si_inc_n,hos_quo_si_n,hos_quo_tot_avec_n,hos_quo_tot_pour_n,hos_quo_tot_inc_n,hos_quo_tot_n,hos_quo_tot_m,hos_act_reg_n,hos_act_si_n,hos_act_tot_n,psi_cum_tes_n,psi_cum_pos_n,negative_tests,psi_cum_adm_n,psi_quo_pos_n,psi_cum_pos_reinf_n,new_negative_tests,psi_quo_tes_n,psi_quo_pos_t,psi_heb_pos_n,psi_heb_inf_n,psi_heb_tes_n,psi_heb_pos_t,psi_14j_pos_t,psi_quo_tot_m,psi_quo_cas_t,psi_heb_cas_t
2020-02-02,Région,RSS99,Ensemble du Québec,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,na,na,na,9,0,9,12,0,0,0,0,na,0.0,5.0,5.0,0.0,na,0.0,0.0,0.0
2020-02-03,Région,RSS99,Ensemble du Québec,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,na,na,na,10,0,10,13,0,0,1,1,0.0,0.0,5.0,5.0,0.0,na,0.0,0.0,0.0
2020-02-04,Région,RSS99,Ensemble du Québec,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,na,na,na,10,0,10,13,0,0,0,0,na,0.0,5.0,5.0,0.0,na,0.0,0.0,0.0
2020-02-05,Région,RSS99,Ensemble du Québec,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,na,na,na,11,0,11,14,0,0,1,1,0.0,0.0,5.0,5.0,0.0,na,0.0,0.0,0.0
2020-02-06,Région,RSS99,Ensemble du Québec,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,na,na,na,11,0,11,14,0,0,0,0,na,0.0,5.0,5.0,0.0,5.26,0.0,0.0,0.0
2020-02-07,Région,RSS99,Ensemble du Québec,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,na,na,na,14,0,14,17,0,0,3,3,0.0,0.0,5.0,5.0,0.0,4.8,0.0,0.0,0.0
2020-02-08,Région,RSS99,Ensemble du Québec,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,na,na,na,14,0,14,17,0,0,0,0,na,0.0,5.0,5.0,0.0,5.08,0.0,0.0,0.0
2020-02-09,Région,RSS99,Ensemble du Québec,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,na,na,na,14,0,14,17,0,0,0,0,na,0.0,22.0,22.0,0.0,5.61,0.0,0.0,0.0
2020-02-10,Région,RSS99,Ensemble du Québec,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,na,na,na,21,0,21,27,0,0,10,10,0.0,0.0,22.0,22.0,0.0,5.66,0.0,0.0,0.0
2020-02-11,Région,RSS99,Ensemble du Québec,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,na,na,na,26,0,26,33,0,0,6,6,0.0,0.0,22.0,22.0,0.0,6.45,0.0,0.0,0.0
2020-02-12,Région,RSS99,Ensemble du Québec,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,na,na,na,28,0,28,35,0,0,2,2,0.0,0.0,22.0,22.0,0.0,7.14,0.0,0.0,0.0
2020-02-13,Région,RSS99,Ensemble du Québec,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,na,na,na,29,0,29,36,0,0,1,1,0.0,0.0,22.0,22.0,0.0,5.26,0.0,0.0,0.0
2020-02-14,Région,RSS99,Ensemble du Québec,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,na,na,na,31,0,31,39,0,0,3,3,0.0,0.0,22.0,22.0,0.0,4.17,0.0,0.0,0.0
2020-02-15,Région,RSS99,Ensemble du Québec,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,na,na,na,31,0,31,39,0,0,0,0,na,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0
2020-02-16,Région,RSS99,Ensemble du Québec,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,na,na,na,31,0,31,39,0,0,0,0,na,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0
2020-02-17,Région,RSS99,Ensemble du Québec,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,na,na,na,39,0,39,47,0,0,8,8,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0
2020-02-18,Région,RSS99,Ensemble du Québec,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,na,na,na,39,0,39,47,0,0,0,0,na,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0
2020-02-19,Région,RSS99,Ensemble du Québec,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,na,na,na,45,0,45,53,0,0,6,6,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0
2020-02-20,Région,RSS99,Ensemble du Québec,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,na,na,na,46,0,46,54,0,0,1,1,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0
2020-02-21,Région,RSS99,Ensemble du Québec,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,na,na,na,48,0,48,56,0,0,2,2,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0
2020-02-22,Région,RSS99,Ensemble du Québec,0,0,0,0.0,0.0,0,0,0,0.14,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,na,na,na,48,0,48,56,0,0,0,0,na,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0
2020-02-23,Région,RSS99,Ensemble du Québec,0,0,0,0.0,0.0,0,0,0,0.14,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,na,na,na,48,0,48,56,0,0,0,0,na,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0
2020-02-24,Région,RSS99,Ensemble du Québec,0,0,0,0.0,0.0,0,0,0,0.14,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,1.0,4.0,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.03,0.03,0.0,0.0,0.01,0.01,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,1.43,na,na,na,54,0,54,62,0,0,6,6,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0
2020-02-25,Région,RSS99,Ensemble du Québec,1,0,1,0.01,0.01,1,0,1,0.29,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,2.0,6.0,0.07,0.0,0.0,0.02,0.02,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.71,na,na,na,60,0,60,71,0,0,9,9,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0
2020-02-26,Région,RSS99,Ensemble du Québec,1,0,1,0.01,0.0,0,0,0,0.29,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,6.0,3.0,9.0,0.1,0.0,0.0,0.03,0.03,0.0,0.0,0.02,0.02,0.0,0.0,0.01,0.01,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,2.43,na,na,na,80,0,80,95,0,0,24,24,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0
2020-02-27,Région,RSS99,Ensemble du Québec,1,0,1,0.01,0.0,0,0,0,0.57,0.01,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.0,3.0,10.0,0.12,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.86,na,na,na,91,0,91,108,0,0,13,13,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0
2020-02-28,Région,RSS99,Ensemble du Québec,2,0,2,0.02,0.01,1,0,1,1.0,0.01,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,8.0,4.0,12.0,0.14,0.0,0.0,0.02,0.02,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.43,na,na,na,106,0,106,127,0,0,19,19,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0
2020-02-29,Région,RSS99,Ensemble du Québec,2,0,2,0.02,0.0,0,0,0,1.14,0.01,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,11.0,6.0,17.0,0.2,0.0,0.0,0.06,0.06,0.0,0.0,0.03,0.03,0.0,0.0,0.02,0.02,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,5.0,2.29,na,na,na,122,0,122,146,0,0,19,19,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,Région,RSS99,Ensemble du Québec,4,0,4,0.05,0.02,2,0,2,1.43,0.02,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,14.0,6.0,20.0,0.23,0.0,0.0,0.03,0.03,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.14,na,na,na,141,0,141,170,0,0,24,24,0.0,1.0,194.0,195.0,0.51,0.0,0.0,0.0,0.01
2020-03-02,Région,RSS99,Ensemble du Québec,7,0,7,0.08,0.03,3,0,3,1.57,0.02,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,15.0,6.0,21.0,0.24,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,na,na,na,154,0,154,184,0,0,14,14,0.0,1.0,194.0,195.0,0.51,0.0,0.0,0.0,0.01
2020-03-03,Région,RSS99,Ensemble du Québec,9,0,9,0.1,0.02,2,0,2,1.71,0.02,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,15.0,7.0,22.0,0.25,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.43,na,na,na,164,0,164,195,0,0,11,11,0.0,1.0,194.0,195.0,0.51,0.0,0.14,0.0,0.01
2020-03-04,Région,RSS99,Ensemble du Québec,11,0,11,0.13,0.02,2,0,2,1.71,0.02,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,17.0,7.0,24.0,0.28,0.0,0.0,0.02,0.02,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,na,na,na,185,0,185,223,0,0,28,28,0.0,1.0,194.0,195.0,0.51,0.0,0.14,0.0,0.01
2020-03-05,Région,RSS99,Ensemble du Québec,12,0,12,0.14,0.01,1,0,1,1.57,0.02,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,24.0,7.0,31.0,0.36,0.0,0.0,0.08,0.08,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.0,na,na,na,208,0,208,252,0,0,29,29,0.0,1.0,194.0,195.0,0.51,0.0,0.14,0.0,0.01
2020-03-06,Région,RSS99,Ensemble du Québec,14,0,14,0.16,0.02,2,0,2,1.43,0.02,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,27.0,9.0,36.0,0.42,0.0,0.0,0.06,0.06,0.0,0.0,0.03,0.03,0.0,0.0,0.02,0.02,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,5.0,3.86,na,na,na,246,1,245,301,1,1,48,49,2.04,1.0,194.0,195.0,0.51,0.41,0.14,0.01,0.01
2020-03-07,Région,RSS99,Ensemble du Québec,14,0,14,0.16,0.0,0,0,0,1.43,0.02,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,29.0,9.0,38.0,0.44,0.0,0.0,0.02,0.02,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.57,na,na,na,275,1,274,341,0,1,40,40,0.0,1.0,194.0,195.0,0.51,0.35,0.14,0.0,0.01
2020-03-08,Région,RSS99,Ensemble du Québec,15,0,15,0.17,0.01,1,0,1,2.57,0.03,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,32.0,9.0,41.0,0.47,0.0,0.0,0.03,0.03,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.71,na,na,na,300,1,299,375,0,1,34,34,0.0,6.0,1701.0,1707.0,0.35,0.31,0.43,0.0,0.07
